ع/ر  المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;العنوان
5;بن عروس;المدينة الجديدة;م.إبت.خ جنان النجاح;ابتدائي;نهج تونس عدد 33 المدينة الجديدة
5;بن عروس;المروج;م.إبت.خ بيار لاروس;ابتدائي;تقسيم AFH  المروج 6
5;بن عروس;المروج;م.إبت.خ كريمان سكول;ابتدائي;36 شارع فرنسا المروج 4
5;بن عروس;مرناق;م.إبت.خ بية سكول;ابتدائي;شارع البيئة تقسيم البريكي مرناق 
5;بن عروس;المروج;م.إبت.خ سكولينق تاج;ابتدائي;نهج سيدي بن عروس
5;بن عروس;المحمدية;م.إبت.خ ابن خلدون;ابتدائي;شارع 14 جانفي المحمدية
5;بن عروس;المروج;م.إبت.خ منارة المروج;ابتدائي;مقسم عدد61ث61 المروج6
5;بن عروس;المروج;م.إبت.خ الافق;ابتدائي;24 شارع روما
5;بن عروس;الزهراء;م.إبت.خ الكافي سكول;ابتدائي;شارع 02مارس1934 حي الحبيب الزهراء
5;بن عروس;المدينة الجديدة;براعم زهرة المدائن;ابتدائي;6 شارع 14 جانفي المدينة الجديدة
5;بن عروس;رادس;م.إبت.خ دافنشي سمارت اكاديمي;ابتدائي;06 نهج منزل عبد الرحمان  رادس مليان 2
5;بن عروس;بومهل البساتين;م.إبت.خ AZ SCHOOL;ابتدائي;9 نهج إلياس بومهل 
5;بن عروس;المروج;م.إبت.خ مايا سكول;ابتدائي;مقسم 383 المروج 6 بن عروس
5;بن عروس;حمام الأنف;م.إبت.خ بي سكول;ابتدائي;32 نهج شارل نيكول حمام الأنف
5;بن عروس;المروج;م.إبت.خ الأندلس;ابتدائي;16 شارع 20 مارس المروج 5
5;بن عروس;المروج;م.إبت.خ مدينة الاطفال;ابتدائي;4 نهج ام العرايس 
5;بن عروس;المحمدية;م.إبت.خ ذوادي سكول;ابتدائي; نهج زبير بن العوام حي حشاد المحمدية 
5;بن عروس;رادس;م.إبت.خ النخب;ابتدائي;7نهج الحبيب ثامر
5;بن عروس;مقرين;م.إبت.خ ارشيماد;ابتدائي;26 نهج المدرسة سيدي رزيق
5;بن عروس;المروج;م.إبت.خ بي سمارت;ابتدائي;المروج 6
5;بن عروس;المحمدية;م.إبت.خ مدرستي;ابتدائي;نهج المعهد حي الرياض المحمدية
5;بن عروس;المروج;م.إبت.خ سليم الخاصة;ابتدائي;المروج 6  تقسيم     (        AFH  ) E 63        
5;بن عروس;بن عروس;م.إبت.خ كيدس فالي سكول;ابتدائي;زاوبة 14 جانفي بن عروس
5;بن عروس;الزهراء;المدرسة الكندية قاليلو قاليلي ;ابتدائي;Gp1 Km13 Ezzahra
5;بن عروس;حمام الشط;م.إبت.خ أنجل سكول;ابتدائي;5 نهج صبرا   و شتيلا حي الأنس حمام الشط 
5;بن عروس;فوشانة;م.إبت.خ أسد بن الفرات;ابتدائي;24  شارع العلماء حي الهضاب 2فوشانة بن عروس
5;بن عروس;مقرين;م.إبت.خ القلم;ابتدائي;23 شارع الجمهورية
5;بن عروس;فوشانة;المدرسة الابتدائية الخاصة ماي سمارت سكول فوشانة;ابتدائي;ارض الامام  فوشانة
5;بن عروس;الزهراء;المجمع المدرسي ماجلان الزهراء;ابتدائي;35 نهج 20 مارس الزهراء
5;بن عروس;المروج;م.إبت.خ البوسليمي سكول المروج;ابتدائي;1 شارع روما المروج الرابع 
5;بن عروس;حمام الأنف;م.إبت.خ  النون سكول حمام الأنف;ابتدائي;18 نهج نابل حي محمد علي حمام الأنف
5;بن عروس;المدينة الجديدة;م.إبت.خ  ستي براين سكول المدينة الجديدة;ابتدائي;02 نهج البهجة المدينة الجديدة
5;بن عروس;مقرين;م.ابت.خ فينيكس Phénix سكول مقرين;ابتدائي;22 نهج فتحي الزليتني مقرين
5;بن عروس;فوشانة;م.إبت.خ نعمون  سكول فوشانة;ابتدائي;شارع الحرية فوشانة
5;بن عروس;المدينة الجديدة;م.إبت.خ المجمع التعليمي بن سعيد المدينة الجديدة 3;ابتدائي;01 نهج تونس المدينة الجديدة 3
5;بن عروس;المحمدية;م.إبت.خ إديال سكول المحمدية;ابتدائي;حي النزهة شارع الحرية المحمدية 
5;بن عروس;المدينة الجديدة;م.إبت.خ تانيت سكول المدينة الجديدة 3;ابتدائي;شارع فيصل عبد العزيز 305
5;بن عروس;مرناق;م.إبت.خ Edu Kids  حي الكروم مرناق;ابتدائي;9 نهج النرجس حي الكروم مرناق
5;بن عروس;مرناق;م.إبت.خ الطيار سبالة مرناق ;ابتدائي;35 نهج المتوسط   مرناق
5;بن عروس;مقرين;م.ايت.خ أ م ج سكول مقرين;ابتدائي;الطريق الوطنية عدد1 كلم 6 مقرين
5;بن عروس;مرناق;م.إبت.خ حنين ناجية سكول مرناق;ابتدائي;نهج محمود بورقيبة مرناق 
6;زغوان;الناظور;م.إبت.خ نور العلم;ابتدائي;نهج المكتبة العمومية الناظور
6;زغوان;زغوان;م.إبت.خ البخاري;ابتدائي;حي العرائس زغوان
6;زغوان;زغوان;م.إبت.خ نسرين سكول زغوان;ابتدائي;شارع الأرض    -  1100 زغوان
6;زغوان;زغوان;م.إبت.خ عليسة زغوان;ابتدائي; حي المنزه طريق الملعب  زغوان 1100
6;زغوان;الفحص;م.إبت.خ سماح سكول;ابتدائي;نهج جمال عبد الناصر الناظور
6;زغوان;الفحص;م.إبت.خ المستقبل;ابتدائي;20 نهج الطيب المهيري حي السعادة الفحص
6;زغوان;الفحص;م.إبت.خ حنبعل اكاديمي;ابتدائي;نهج صلاح الدين بوشوشة الفحص
6;زغوان;زغوان;م.إبت.خ البخاري سكول 2;ابتدائي;طريق جيملة  زغوان
6;زغوان;الزريبة;م.إبت.خ علمني سكول;ابتدائي;مدرسة علمني شارع الحبيب بورقيبة
6;زغوان;الفحص;م.إبت.خ الزهراء;ابتدائي;نهج أبو القاسم الشابي الفحص
6;زغوان;الفحص;م.إبت.خ الوفاق;ابتدائي;طريق سليانة الدراوشة الفحص
6;زغوان;الناظور;المدرسة الابتدائية الخاصة آفاق الغد زغوان;ابتدائي;شارع الحبيب بورقيبة الناظور
6;زغوان;زغوان;م.انت.خ. منال سكول;ابتدائي;نهج الياسمين
6;زغوان;الناظور;م. ابت.خ. الإمتياز;ابتدائي;نهج المنستير
6;زغوان;الزريبة;م.انت.خ. النخبة;ابتدائي;نهج دجلة
6;زغوان;زغوان;م.انت.خ. الين كيدز;ابتدائي;    شارع الحرية الحي الصناعي
7;بنزرت;بنزرت الشمالية;م.إبت.خ  الاخوات بنزرت;ابتدائي;120 شارع الحبيب بورقيبة - بنزرت
7;بنزرت;منزل بورقيبة;م.إبت.خ الاخوات منزل بورقيبة;ابتدائي;نهج ابن ابي ضياف 7050 منزل بورقيبة
7;بنزرت;بنزرت الشمالية;م.إبت.خ المشعل;ابتدائي;طريق النّاظور وادي المرج
7;بنزرت;منزل بورقيبة;م.إبت.خ الكواكب;ابتدائي;نهج الفل منول بورقيبة
7;بنزرت;بنزرت الشمالية;م.إبت.خ الكندي;ابتدائي;حي عين مريم شارع الإمام مالك عدد 12 بنزرت
7;بنزرت;بنزرت الشمالية;م.إبت.خ النخبة;ابتدائي;طريق عين مريم بنزرت
7;بنزرت;بنزرت الشمالية;م.إبت.خ ابن خلدون بنزرت;ابتدائي;  7 نهج  الشمال
7;بنزرت;منزل بورقيبة;م.إبت.خ الفاتح منزل بورقيبة;ابتدائي;شارع الاستقلال منزل بورقيبة 
7;بنزرت;منزل بورقيبة;م.إبت.خ خزندار منزل بورقيبة;ابتدائي;نهج رمادة منزل بورقيبة
7;بنزرت;رأس الجبل;م.إبت.خ المجد راس الجبل;ابتدائي;شارع البيئة راس الجبل
7;بنزرت;جرزونة;م.إبت.خ العباقلرة;ابتدائي;حي الباشية GP08  طريق منزل جميل بنزرت
7;بنزرت;منزل جميل;م.إبت.خ الطفل الذهبي;ابتدائي;نهج اليونان الحدادية 
7;بنزرت;رأس الجبل;م.إبت.خ اكاديمية ابن رشد;ابتدائي;نهج طارق ابن زياد 
7;بنزرت;بنزرت الشمالية;م.إبت.خ النور;ابتدائي;بنزرت
7;بنزرت;ماطر;م.إبت.خ عليسة للمتفوقين;ابتدائي;شارع الصادق العجابي  
7;بنزرت;ماطر;م.إبت.خ المعرفة;ابتدائي;حي المستقبل طريق طبرقة-ماطر
7;بنزرت;تينجة;م.إبت.خ الفرابي;ابتدائي;نهج سبيطلة تينجة 
7;بنزرت;العالية;م.إبت.خ الجيل الرائد;ابتدائي;شارع المدينة المنورة 
7;بنزرت;بنزرت الشمالية;م.إبت.خ الفوز;ابتدائي;حي الطيران 7000 بنزرت المدينة
7;بنزرت;منزل جميل;م.إبت.خ المورد;ابتدائي;02 حي النزهة
7;بنزرت;منزل بورقيبة;م.إبت.خ ابن خلدون;ابتدائي;زاوية شارع فرحات حشاد 
7;بنزرت;بنزرت الشمالية;م.إبت.خ وسيلة الابداع;ابتدائي;شارع 14 جانفي عدد 196 بنزرت 
7;بنزرت;العالية;م.إبت.خ الامتياز العالية;ابتدائي;شارع الحبيب بورقيبة طريق بنزرت
7;بنزرت;منزل جميل;م.إبت.خ الانجاز;ابتدائي;الرمال منزل جميل
7;بنزرت;بنزرت الشمالية;م.إبت.خ الامتياز مؤسسة المشيرقي;ابتدائي;حي الصحة نهج خليل الفوشالي ببنزرت
7;بنزرت;بنزرت الشمالية;م.إبت.خ النابغة;ابتدائي;466 نهج بيرم التونسي  حي عين مريم - البحيرة بنزرت 7053
7;بنزرت;بنزرت الشمالية;م.إبت.خ الحكمة;ابتدائي;نهج الامان 2 المصيدة بنزرت
7;بنزرت;جرزونة;"م.إبت.خ ""The Perfect Kids""";ابتدائي;83 حي الرجاء 1 جرزونة بنزرت
7;بنزرت;بنزرت الشمالية;م.إبت.خ الريان;ابتدائي;طريق الكرنيش تقسيم النمري
7;بنزرت;بنزرت الشمالية;م.إبت.خ فضاء الإمتياز;ابتدائي;شارع خليل الفوشالي حي الصحة بنزرت
7;بنزرت;منزل بورقيبة;م.إبت.خ قرطاج التأسيس;ابتدائي;نهج تازركة   منزل بورقيبة
7;بنزرت;سجنان;م.إبت.خ قرطاجنة;ابتدائي;سجنان 7010
7;بنزرت;منزل بورقيبة;م.إبت.خ خزندار 2;ابتدائي;نهج باجة منزل بورقيبة
7;بنزرت;بنزرت الشمالية;م.إبت.خ الإباء;ابتدائي;واد هراقة، حي الهناء بنزرت
7;بنزرت;أوتيك;م.إبت.خ الرشاد;ابتدائي;اوتيك
7;بنزرت;منزل بورقيبة;"م.إبت.خ ""المفاز""";ابتدائي;نهح تزركة منزل بورقيبة
7;بنزرت;تينجة;"م.إبت.خ ""افاق""";ابتدائي;نهج المنجي بالي طريق قنقلة
7;بنزرت;بنزرت الشمالية;م.ابت خ ابن رشيق;ابتدائي;عـــ17ـــدد نهج المغرب بنزرت
7;بنزرت;العالية;م.إبت.خ الإنصاف;ابتدائي;نهج السودان حي محمد كسكس
7;بنزرت;غار الملح;"م.إبت.خ ""الصفوة عوسجة""";ابتدائي;نهج البساتين عوسجة
7;بنزرت;منزل جميل;"م.إبت.خ ""المشكاة "" بمنزل جميل";ابتدائي;شارع فلسطين زقاق طويلة منزل عبد الرحمان
7;بنزرت;بنزرت الشمالية;"م.إبت.خ ""الزارعون"" ببنزرت الشمالية";ابتدائي;142طريق الكرنيش بنزرت
7;بنزرت;بنزرت الشمالية;"م.إبت.خ ""أحب التعلم"" ببنزرت الشمالية";ابتدائي;نهج الأندلس عدد21  تقسيم دغمان الكرنيش
7;بنزرت;ماطر;"م.إبت.خ ""بالماراس"" بماطر Palmares";ابتدائي;31 حيّ الأندلس
7;بنزرت;منزل بورقيبة;م ,ابت خ الفاتح 2;ابتدائي;حي الاطباء بجانب نهج علي بنغذاهم
7;بنزرت;منزل بورقيبة;بيتاقو سكول;ابتدائي;6 نهج الطيب المهيري 
8;باجة;باجة الجنوبية;م.إبت.خ ماي سكول;ابتدائي;نهج 13 أوت 
8;باجة;باجة الجنوبية;م.إبت.خ اميلكار باجة;ابتدائي;حي الألفة شارع أميلكار باجة
8;باجة;باجة الجنوبية;م.إبت.خ زينة الدنيا باجة الجنوبية;ابتدائي;57 شارع الجمهورية 
8;باجة;مجاز الباب;م.إبت.خ اجيال المنارة;ابتدائي;تقسيم الزهرات العجامة
8;باجة;باجة الجنوبية;م.إبت.خ قرطاج;ابتدائي;شارع ابو القاسم الشابي باجة الجنوبية
8;باجة;قبلاط;م.إبت.خ الأنوار;ابتدائي;حي السنابل2 قبلاط
8;باجة;باجة الشمالية;م.ابت.خ الامتياز;ابتدائي;شارع 18 جانفي حي السكر
8;باجة;نفزة;منارة المليكة;ابتدائي;حي المنظر الجميل
9;جندوبة;جندوبة الجنوبية;م.إبت.خ فولتار;ابتدائي;1 نهج زغوان حي النخيل 3 جندوبة
